,m2_construit,nb_pieces,nb_sdb,nb_etages,latitude,longitude,prix_achat,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
18650,50,1,1,0,40.472549,-3.642551,250000,5000,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18649,45,1,1,0,40.34561,-3.695956,80000,1778,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18648,48,1,1,0,40.34561,-3.695956,195000,4062,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18647,42,1,1,0,40.34561,-3.695956,147000,3500,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18646,89,3,1,0,40.34561,-3.695956,279000,3135,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18645,84,2,1,0,40.472549,-3.642551,290000,3452,0,1995.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18644,110,3,2,0,40.34561,-3.695956,315000,2864,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18643,31,1,1,0,40.34561,-3.695956,134000,4323,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18642,55,1,1,0,40.34561,-3.695956,220000,4000,0,2077.0,1,0,0,0,0,0,0,0,17,False,False,False,True
18641,64,2,1,0,40.34561,-3.695956,245000,3828,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18640,225,2,2,0,40.34561,-3.695956,900000,4000,0,2077.0,1,0,0,0,0,0,1,1,17,True,False,False,False
18638,35,1,1,0,40.34561,-3.695956,165000,4714,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18637,60,1,1,0,40.34561,-3.695956,127000,2117,0,2077.0,1,0,0,0,0,0,0,0,17,False,True,False,False
18636,174,4,3,0,40.34561,-3.695956,560000,3218,1,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18635,206,5,3,0,40.34561,-3.695956,690000,3350,1,1955.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18634,37,1,1,0,40.34561,-3.695956,153000,4135,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18633,72,3,1,0,40.34561,-3.695956,195000,2708,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18632,68,2,1,0,40.34561,-3.695956,260000,3824,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18631,115,3,2,0,40.34561,-3.695956,575000,5000,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18630,41,1,1,0,40.34561,-3.695956,160000,3902,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18629,130,2,2,0,40.472549,-3.642551,565000,4346,0,2077.0,1,0,0,1,0,0,0,1,16,False,False,False,True
18628,145,3,3,0,40.34561,-3.695956,810000,5586,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18627,92,3,2,0,40.472549,-3.642551,365000,3967,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18626,35,1,1,0,40.34561,-3.695956,115000,3286,1,1933.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18625,149,3,2,0,40.34561,-3.695956,589200,3954,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18624,93,3,1,0,40.34561,-3.695956,269900,2902,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18623,77,4,1,0,40.34561,-3.695956,199900,2596,1,1960.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18622,65,1,1,0,40.34561,-3.695956,310000,4769,0,2077.0,1,0,1,1,0,1,0,1,17,True,False,False,False
18621,76,3,1,0,40.34561,-3.695956,214000,2816,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18620,143,4,2,0,40.34561,-3.695956,620000,4336,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18619,90,3,1,0,40.34561,-3.695956,245000,2722,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18617,72,1,1,0,40.34561,-3.695956,260000,3611,0,2007.0,1,0,0,0,0,1,0,1,17,False,True,False,False
18616,70,3,1,0,40.34561,-3.695956,169900,2427,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18615,86,3,1,0,40.472549,-3.642551,299000,3477,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18614,114,4,3,0,40.472549,-3.642551,798000,7000,0,2077.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18613,74,3,1,0,40.472549,-3.642551,250000,3378,0,2077.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18612,80,3,1,0,40.34561,-3.695956,275000,3438,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18611,61,2,1,0,40.34561,-3.695956,250000,4098,0,2077.0,1,0,0,1,0,0,0,0,17,False,False,False,True
18610,167,4,2,0,40.34561,-3.695956,650000,3892,1,1958.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18609,92,2,2,0,40.34561,-3.695956,549000,5967,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18608,143,5,2,0,40.34561,-3.695956,419000,2930,0,1950.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18607,55,1,2,0,40.34561,-3.695956,210000,3818,0,2077.0,1,0,0,1,0,0,0,1,17,False,True,False,False
18606,50,2,1,0,40.34561,-3.695956,250000,5000,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18605,34,2,1,0,40.34561,-3.695956,107000,3147,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18604,149,4,2,0,40.34561,-3.695956,589200,3954,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18603,50,1,1,0,40.34561,-3.695956,220000,4400,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18602,51,1,1,0,40.34561,-3.695956,164000,3216,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18601,54,1,1,0,40.472549,-3.642551,228000,4222,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18600,261,3,3,2,40.34561,-3.695956,600000,2299,1,1955.0,0,0,0,1,0,0,0,0,17,False,False,True,False
18599,114,3,1,0,40.472549,-3.642551,240000,2105,0,2077.0,1,0,0,0,0,0,0,0,16,False,False,False,True
18598,116,4,1,0,40.34561,-3.695956,400000,3448,1,1960.0,1,0,0,1,0,0,0,0,17,False,False,False,True
18597,295,5,3,3,40.472549,-3.642551,810000,2746,0,2077.0,0,0,0,1,1,1,0,1,16,False,False,True,False
18596,26,1,1,0,40.34561,-3.695956,174000,6692,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18595,47,1,1,0,40.34561,-3.695956,167000,3553,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18594,58,3,1,0,40.34561,-3.695956,185000,3190,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18592,193,4,3,0,40.472549,-3.642551,775000,4016,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18591,50,2,1,0,40.34561,-3.695956,126000,2520,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18590,90,3,2,0,40.34561,-3.695956,595000,6611,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18589,120,2,2,0,40.472549,-3.642551,850000,7083,0,2077.0,1,0,1,1,1,0,0,1,16,False,False,False,True
18588,95,3,2,0,40.472549,-3.642551,275000,2895,0,2077.0,1,0,0,0,0,0,0,0,16,False,True,False,False
18587,80,2,2,0,40.34561,-3.695956,270000,3375,0,2077.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18586,95,3,3,0,40.34561,-3.695956,430000,4526,0,2077.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18585,50,1,1,0,40.34561,-3.695956,250000,5000,0,2077.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18584,90,2,2,0,40.34561,-3.695956,426000,4733,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18583,90,2,1,0,40.34561,-3.695956,300000,3333,0,2077.0,1,0,0,1,0,0,0,0,17,False,False,False,True
18582,210,2,2,0,40.34561,-3.695956,470000,2238,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18581,112,4,3,0,40.34561,-3.695956,550000,4911,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18580,72,3,1,0,40.472549,-3.642551,375000,5208,0,2077.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18579,240,5,4,0,40.472549,-3.642551,850000,3542,0,2077.0,1,0,0,1,0,0,0,1,16,True,False,False,False
18578,80,1,2,0,40.34561,-3.695956,330000,4125,0,2077.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18577,35,1,1,0,40.34561,-3.695956,105000,3000,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18576,130,3,2,0,40.34561,-3.695956,635000,4885,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18575,92,3,1,0,40.34561,-3.695956,260000,2826,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18574,150,4,2,0,40.34561,-3.695956,279000,1860,1,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18573,180,4,3,0,40.34561,-3.695956,720000,4000,1,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18571,75,3,2,0,40.34561,-3.695956,230000,3067,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18570,53,1,1,0,40.34561,-3.695956,175000,3302,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18569,34,1,1,0,40.34561,-3.695956,195000,5735,0,2077.0,1,0,0,0,0,0,1,0,17,True,False,False,False
18568,69,3,1,0,40.34561,-3.695956,275000,3986,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18567,70,2,1,0,40.34561,-3.695956,215000,3071,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18566,65,2,1,0,40.34561,-3.695956,210000,3231,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18565,126,3,2,0,40.34561,-3.695956,350000,2778,1,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18564,59,2,1,0,40.34561,-3.695956,275000,4661,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18563,50,3,1,0,40.34561,-3.695956,210000,4200,1,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18562,58,1,1,0,40.34561,-3.695956,280000,4828,0,2007.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18561,29,1,1,0,40.34561,-3.695956,149900,5169,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18560,58,1,1,0,40.34561,-3.695956,200000,3448,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18559,79,2,1,0,40.34561,-3.695956,240000,3038,0,2006.0,1,0,0,0,1,1,0,1,17,True,False,False,False
18558,60,1,1,0,40.472549,-3.642551,330000,5500,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18557,72,1,1,0,40.472549,-3.642551,339000,4708,0,1977.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18556,83,3,1,0,40.34561,-3.695956,295000,3554,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18555,63,2,1,0,40.34561,-3.695956,215000,3413,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18554,54,2,1,0,40.34561,-3.695956,189000,3500,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18553,30,1,1,0,40.34561,-3.695956,130000,4333,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18552,94,1,1,0,40.472549,-3.642551,350000,3723,0,1981.0,1,0,0,1,0,0,0,1,16,True,False,False,False
18550,67,2,1,0,40.472549,-3.642551,169000,2522,0,1955.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18549,66,1,1,0,40.34561,-3.695956,172000,2606,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18548,55,1,1,0,40.34561,-3.695956,155000,2818,0,2077.0,1,0,0,0,0,0,0,0,17,False,False,False,True
18547,135,3,2,0,40.472549,-3.642551,330000,2444,1,1986.0,1,0,0,1,0,1,1,0,16,True,False,False,False
18546,61,2,1,0,40.34561,-3.695956,210000,3443,0,1925.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18544,100,3,1,0,40.34561,-3.695956,296000,2960,0,2077.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18543,143,3,2,0,40.34561,-3.695956,690000,4825,1,1961.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18542,93,3,1,0,40.472549,-3.642551,349000,3753,0,2077.0,1,0,0,0,1,0,0,0,16,True,False,False,False
18541,64,1,1,0,40.34561,-3.695956,260000,4062,0,2002.0,1,0,1,0,1,0,1,0,17,True,False,False,False
18540,76,2,1,0,40.34561,-3.695956,279000,3671,1,2004.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18539,100,3,1,0,40.472549,-3.642551,360000,3600,1,1958.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18538,37,1,1,0,40.34561,-3.695956,155000,4189,0,1925.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18537,65,3,1,0,40.34561,-3.695956,198000,3046,1,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18536,40,1,1,0,40.34561,-3.695956,147000,3675,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18535,92,3,1,0,40.34561,-3.695956,260000,2826,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18534,41,1,1,0,40.34561,-3.695956,175000,4268,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18533,66,3,1,0,40.472549,-3.642551,186000,2818,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18532,160,1,1,0,40.34561,-3.695956,335000,2094,0,2019.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18531,145,3,3,0,40.472549,-3.642551,508000,3503,0,2077.0,1,0,1,1,0,1,1,1,16,False,True,False,False
18529,120,4,2,0,40.34561,-3.695956,530000,4417,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18528,100,3,2,0,40.472549,-3.642551,305000,3050,0,1986.0,1,0,0,0,1,1,1,1,16,True,False,False,False
18527,70,2,1,0,40.34561,-3.695956,279000,3986,0,2010.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18526,72,3,1,0,40.472549,-3.642551,271000,3764,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18525,55,2,1,0,40.472549,-3.642551,139000,2527,0,1960.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18524,40,1,1,0,40.34561,-3.695956,175000,4375,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18523,77,2,1,0,40.34561,-3.695956,279000,3623,0,2004.0,1,0,1,0,0,1,0,0,17,True,False,False,False
18522,30,2,1,0,40.34561,-3.695956,154000,5133,1,1940.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18521,70,2,1,0,40.34561,-3.695956,247000,3529,0,2077.0,1,0,0,0,1,0,0,0,17,False,True,False,False
18520,32,1,1,0,40.34561,-3.695956,139000,4344,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18519,50,1,1,0,40.472549,-3.642551,169000,3380,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18518,63,1,1,0,40.34561,-3.695956,225000,3571,0,2006.0,1,0,0,0,1,1,0,0,17,True,False,False,False
18517,65,2,1,0,40.34561,-3.695956,220000,3385,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18516,51,2,1,0,40.34561,-3.695956,159000,3118,0,1965.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18515,45,1,1,0,40.34561,-3.695956,155000,3444,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18514,55,2,1,0,40.34561,-3.695956,178000,3236,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18513,270,4,3,0,40.34561,-3.695956,860000,3185,0,2077.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18512,130,3,2,0,40.472549,-3.642551,950000,7308,0,2077.0,1,0,0,1,0,0,1,1,16,False,True,False,False
18511,46,1,1,0,40.34561,-3.695956,210000,4565,0,1925.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18510,152,3,3,0,40.472549,-3.642551,515000,3388,0,2077.0,1,0,1,1,0,1,1,1,16,False,True,False,False
18509,50,1,1,0,40.34561,-3.695956,180000,3600,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18507,80,2,1,0,40.34561,-3.695956,265000,3312,0,2077.0,1,0,0,0,1,0,0,1,17,True,False,False,False
18506,65,2,1,0,40.34561,-3.695956,158000,2431,1,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18505,64,2,1,0,40.34561,-3.695956,200000,3125,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18504,240,5,4,0,40.34561,-3.695956,790000,3292,1,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18503,75,3,1,0,40.34561,-3.695956,190000,2533,1,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18502,70,1,1,0,40.472549,-3.642551,265000,3786,0,2077.0,1,0,0,0,0,1,0,0,16,True,False,False,False
18501,80,3,1,0,40.34561,-3.695956,257000,3212,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18500,44,1,1,0,40.34561,-3.695956,147000,3341,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18499,30,1,1,0,40.34561,-3.695956,185000,6167,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18498,50,1,1,0,40.34561,-3.695956,200000,4000,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18497,53,3,1,0,40.472549,-3.642551,271000,5113,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18496,116,3,1,0,40.34561,-3.695956,160000,1379,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18495,72,2,1,0,40.34561,-3.695956,295000,4097,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18493,95,4,2,0,40.472549,-3.642551,410000,4316,0,2077.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18492,100,2,2,0,40.34561,-3.695956,360000,3600,0,1996.0,1,0,0,1,0,0,0,1,17,False,False,False,True
18491,74,3,1,0,40.34561,-3.695956,300000,4054,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18490,50,1,1,0,40.34561,-3.695956,210000,4200,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18489,38,1,1,0,40.34561,-3.695956,165000,4342,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18488,98,4,2,0,40.34561,-3.695956,270000,2755,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18487,77,3,1,0,40.34561,-3.695956,175000,2273,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18486,107,3,2,0,40.34561,-3.695956,349000,3262,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18485,73,1,1,0,40.34561,-3.695956,210000,2877,0,1970.0,1,0,0,0,1,1,0,0,17,False,False,False,True
18484,43,2,1,0,40.34561,-3.695956,140000,3256,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18482,40,1,1,0,40.34561,-3.695956,125000,3125,0,1990.0,1,0,0,0,0,0,0,0,17,False,True,False,False
18481,93,1,1,0,40.472549,-3.642551,180000,1935,0,2077.0,1,0,1,0,0,0,1,0,16,True,False,False,False
18480,81,1,1,0,40.34561,-3.695956,279000,3444,0,2077.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18479,60,2,1,0,40.34561,-3.695956,169000,2817,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18477,135,4,2,0,40.34561,-3.695956,530000,3926,0,1990.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18476,118,4,3,0,40.34561,-3.695956,530000,4492,1,1974.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18475,180,2,2,0,40.34561,-3.695956,525000,2917,1,1959.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18474,46,2,1,0,40.34561,-3.695956,170000,3696,0,1970.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18473,95,3,3,0,40.34561,-3.695956,429900,4525,0,1911.0,1,0,0,0,0,0,0,1,17,False,True,False,False
18472,75,3,2,0,40.34561,-3.695956,189000,2520,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18471,35,1,1,0,40.34561,-3.695956,122000,3486,0,1988.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18470,34,1,1,0,40.34561,-3.695956,131250,3860,1,1930.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18469,70,1,1,0,40.34561,-3.695956,369500,5279,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18468,73,2,1,0,40.34561,-3.695956,234000,3205,0,1994.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18467,173,3,2,0,40.34561,-3.695956,375000,2168,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18466,61,1,1,0,40.34561,-3.695956,223000,3656,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18465,90,2,2,0,40.34561,-3.695956,425000,4722,0,2077.0,1,0,0,0,0,0,0,0,17,False,False,False,True
18464,95,3,2,0,40.34561,-3.695956,525000,5526,0,2077.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18463,77,2,2,0,40.34561,-3.695956,315000,4091,0,2077.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18461,159,5,2,0,40.472549,-3.642551,560000,3522,1,1981.0,1,0,0,1,0,1,0,1,16,True,False,False,False
18460,70,2,1,0,40.34561,-3.695956,175000,2500,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18459,210,4,3,0,40.34561,-3.695956,1100000,5238,0,1975.0,1,0,0,1,0,0,1,1,17,True,False,False,False
18458,80,2,1,0,40.34561,-3.695956,299000,3738,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18457,67,2,1,0,40.472549,-3.642551,176000,2627,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18456,59,2,1,0,40.34561,-3.695956,180000,3051,0,1970.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18455,58,1,1,0,40.472549,-3.642551,315000,5431,0,1977.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18454,174,4,3,0,40.34561,-3.695956,560000,3218,1,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18453,34,2,1,0,40.472549,-3.642551,160000,4706,0,1933.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18452,89,4,1,0,40.34561,-3.695956,215000,2416,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18451,200,5,3,0,40.34561,-3.695956,800000,4000,0,1960.0,1,0,0,1,1,1,1,1,17,True,False,False,False
18450,55,2,1,0,40.34561,-3.695956,144900,2635,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18449,50,1,1,0,40.34561,-3.695956,320000,6400,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18448,66,3,1,0,40.34561,-3.695956,170000,2576,0,1945.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18447,63,2,1,0,40.34561,-3.695956,226900,3602,0,2002.0,1,0,1,0,0,1,1,1,17,True,False,False,False
18446,45,1,1,0,40.34561,-3.695956,159000,3533,0,1999.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18445,114,2,2,0,40.472549,-3.642551,570000,5000,0,1973.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18443,76,2,1,0,40.34561,-3.695956,195000,2566,0,2002.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18442,100,3,2,0,40.34561,-3.695956,330000,3300,1,1960.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18441,42,1,1,0,40.34561,-3.695956,150000,3571,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18440,65,1,1,0,40.34561,-3.695956,205000,3154,0,1998.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18438,239,5,3,0,40.472549,-3.642551,990000,4142,0,1970.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18437,49,1,1,0,40.34561,-3.695956,169900,3467,0,2013.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18436,85,3,1,0,40.472549,-3.642551,245000,2882,1,1958.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18435,130,2,1,0,40.472549,-3.642551,670000,5154,0,2077.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18434,220,2,2,0,40.34561,-3.695956,880000,4000,0,2077.0,1,0,0,1,1,0,1,1,17,True,False,False,False
18433,65,3,1,0,40.34561,-3.695956,236000,3631,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18432,144,4,3,0,40.472549,-3.642551,580000,4028,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18431,61,2,1,0,40.34561,-3.695956,149000,2443,0,1903.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18430,97,3,1,0,40.34561,-3.695956,295000,3041,0,1920.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18429,60,2,1,0,40.34561,-3.695956,154000,2567,0,1960.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18428,77,2,2,0,40.472549,-3.642551,325000,4221,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18427,232,6,3,0,40.472549,-3.642551,1075000,4634,0,1976.0,1,0,0,0,0,1,0,1,16,True,False,False,False
18425,71,3,1,0,40.34561,-3.695956,340000,4789,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18424,45,2,1,0,40.34561,-3.695956,114000,2533,0,1965.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18423,95,2,2,0,40.472549,-3.642551,480000,5053,0,2018.0,1,0,0,0,1,1,0,1,16,True,False,False,False
18422,50,1,1,0,40.472549,-3.642551,260500,5210,0,2077.0,1,0,0,1,0,1,0,1,16,False,False,False,True
18420,63,2,1,0,40.34561,-3.695956,390000,6190,1,2077.0,1,0,0,1,0,0,1,1,17,True,False,False,False
18419,72,3,2,0,40.34561,-3.695956,345000,4792,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18418,70,2,1,0,40.34561,-3.695956,299000,4271,0,2010.0,1,0,0,0,0,0,1,0,17,True,False,False,False
18417,76,3,1,0,40.34561,-3.695956,165000,2171,1,1965.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18416,95,3,2,0,40.34561,-3.695956,283000,2979,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18415,60,3,2,0,40.34561,-3.695956,210000,3500,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18414,150,4,2,0,40.34561,-3.695956,510000,3400,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18413,50,2,1,0,40.34561,-3.695956,178000,3560,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18412,45,2,1,0,40.472549,-3.642551,155000,3444,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18411,60,2,1,0,40.34561,-3.695956,220000,3667,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18410,70,4,1,0,40.34561,-3.695956,175000,2500,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18409,54,1,1,0,40.472549,-3.642551,228000,4222,0,2005.0,1,0,0,0,0,1,0,0,16,True,False,False,False
18408,149,4,2,0,40.34561,-3.695956,589200,3954,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
